2D Materials;2D Mater.
Joint Commission Journal on Quality and Patient Safety;Jt. Comm. J. Qual. Patient Saf.
Joint Diseases and Related Surgery;Joint Dis. Relat. Surg.
Jokull;Jokull
JOM;JOM
JOR Spine;JOR Spine
Jordan Journal of Chemistry;Jordan J. Chem.
Jordan Journal of Civil Engineering;Jordan J. Civ. Eng.
Jordan Journal of Mathematics and  Statistics;Jordan J. Math. Stat.
Jordan Journal of Mechanical and Industrial Engineering;Jordan J. Mech. Ind. Eng.
Jordan Journal of Modern Languages & Literature;Jord. J. Mod. Lang. Lit.
Jordan Journal of Physics;Jordan J. Phys.
Jornal Brasileiro de Pneumologia;J. Bras. Pneumol.
Jornal Brasileiro de Reproducao Assistida;J. Bras. Reprod. Assist.
Jornal de Pediatria;J. Pediatr.
Joule;Joule
JOURNAL AMERICAN WATER WORKS ASSOCIATION;J. Am. Water Work Assoc.
Journal Asiatique;J. Asiatique
JOURNAL D ANALYSE MATHEMATIQUE;J. Anal. Math.
Journal de l Ecole Polytechnique-Mathematiques;J. Ecole Polytech.-Math.
Journal de la Societe des Americanistes;J. Soc. Am.
JOURNAL DE MATHEMATIQUES PURES ET APPLIQUEES;J. Math. Pures Appl.
JOURNAL DE MYCOLOGIE MEDICALE;J. Mycol. Med.
Journal de Theorie des Nombres de Bordeaux;J. Theor. Nr. Bordx.
JOURNAL DER DEUTSCHEN DERMATOLOGISCHEN GESELLSCHAFT;J. Dtsch. Dermatol. Ges.
Journal for Critical Education Policy Studies;J. Crit. Educ. Policy Stud.
Journal for Cultural Research;J. Cult. Res.
Journal for Early Modern Cultural Studies;J. Early Mod. Cult. Stud.
Journal for Educational Research Online-JERO;J. Educ. Res. Online-JERO
Journal for Educators Teachers and Trainers;J. Educ. Teach. Train.
Journal for Eighteenth-Century Studies;J. Eighteenth-Century Stud.
Journal for European Environmental & Planning Law;J. Eur. Environ. Plan. Law
Journal for General Philosophy of Science;J. Gen. Philos. Sci.
Journal for Geometry and Graphics;J. Geom. Graph.
Journal for Healthcare Quality;J. Healthc. Qual.
Journal for ImmunoTherapy of Cancer;J. Immunother. Cancer
Journal for International Business and Entrepreneurship Development;J. Int. Bus. Entrep. Dev.
Journal for Labour Market Research;J. Labour Mark. Res.
Journal for Multicultural Education;J. Multicult. Educ.
JOURNAL FOR NATURE CONSERVATION;J. Nat. Conserv.
Journal for New Generation Sciences;J. New Gener. Sci.
Journal for Nurses in Professional Development;J. Nurses Prof. Dev.
Journal for Peace and Nuclear Disarmament;J. Peace Nucl. Disarm.
JOURNAL FOR RESEARCH IN MATHEMATICS EDUCATION;J. Res. Math. Educ.
Journal for Semitics;J. Semit.
Journal for Specialists in Group Work;J. Spec. Group Work
Journal for Specialists in Pediatric Nursing;J. Spec. Pediatr. Nurs.
Journal for the Academic Study of Religion;J. Acad. Study Relig.
JOURNAL FOR THE EDUCATION OF THE GIFTED;J. Educ. Gift.
JOURNAL FOR THE HISTORY OF ASTRONOMY;J. Hist. Astron.
Journal for the History of Modern Theology-Zeitschrift fur Neuere Theologiegeschichte;J. Hist. Mod. Theol.
JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION;J. Sci. Stud. Relig.
Journal for the Study of Christian Culture;J. Study Christ. Cult.
Journal for the Study of Education and Development;J. Stud. Educ. Develop.
Journal for the Study of Judaism;J. Study Jud.
Journal for the Study of Religion;J. Study Relig.
Journal for the Study of Religion Nature and Culture;J. Study Relig. Nat. Cult.
JOURNAL FOR THE STUDY OF RELIGIONS AND IDEOLOGIES;J. Study Relig. Ideol
Journal for the Study of Spirituality;J. STUDY SPIRITUAL.
Journal for the Study of Sports and Athletes in Education;J. Study Sports Athl. Educ.
Journal for the Study of the Historical Jesus;J. Study Hist. Jesus
Journal for the Study of the New Testament;J. Study New Testam.
Journal for the Study of the Old Testament;J. Stud. Old Testam.
Journal for the Study of the Pseudepigrapha;J. Study Pseudepigr.
JOURNAL FOR THE THEORY OF SOCIAL BEHAVIOUR;J. Theory Soc. Behav.
JOURNAL FRANCAIS D OPHTALMOLOGIE;J. Fr. Ophthamol.
Journal fur Asthetische Chirurgie;J. Asthetische Chir.
JOURNAL FUR DIE REINE UND ANGEWANDTE MATHEMATIK;J. Reine Angew. Math.
Journal fur Hypertonie;J. Hyperton.
Journal fur Kardiologie;J. Kardiol.
Journal fur Mathematik-Didaktik;J. Math.-Didakt.
Journal of  Applied Security Research;J. Appl. Secur. Res.
JOURNAL OF AAPOS;J. AAPOS
JOURNAL OF ABNORMAL CHILD PSYCHOLOGY;J. Abnorm. Child Psychol.
JOURNAL OF ABNORMAL PSYCHOLOGY;J. Abnorm. Psychol.
Journal of Academic Ethics;J. Acad. Ethics
Journal of Academic Language and Learning;J. Acad. Lang. Learn.
JOURNAL OF ACADEMIC LIBRARIANSHIP;J. Acad. Librariansh.
Journal of Academic Research in Medicine-JAREM;J. Acad. Res. Med.
Journal of Accounting  and Organizational Change;J. Account. Organ. Chang.
JOURNAL OF ACCOUNTING & ECONOMICS;J. Account. Econ.
JOURNAL OF ACCOUNTING AND PUBLIC POLICY;J. Account. Public Policy
Journal of Accounting Auditing and Finance;J. Account. Audit. Financ.
Journal of Accounting in Emerging Economies;J. Account. Emerg. Econ.
Journal of Accounting Literature;J. Account. Lit.
JOURNAL OF ACCOUNTING RESEARCH;J. Account. Res.
Journal of Accounting Review;J. Account. Rev.
Journal of Active and Passive Electronic Devices;J. Act. Passic. Electron. Devices
Journal of Acupuncture and Meridian Studies;J. Acupunct. Meridian Stud.
Journal of Acupuncture and Tuina Science;J. Acupunct. Tuina Sci.
Journal of Acute Care Physical Therapy;J. ACUTE CARE PHYS. THER.
Journal of Acute Disease;J. Acute Dis.
Journal of Acute Medicine;J. Acute Med.
Journal of Adaptation in Film & Performance;J. Adapt. Film Perform.
Journal of Addiction Medicine;J. Addict. Med.
JOURNAL OF ADDICTIONS & OFFENDER COUNSELING;J. Addict. Offender Couns.
Journal of Addictions Nursing;J. Addict. Nurs.
JOURNAL OF ADDICTIVE DISEASES;J. Addict. Dis.
JOURNAL OF ADHESION;J. Adhes.
JOURNAL OF ADHESION SCIENCE AND TECHNOLOGY;J. Adhes. Sci. Technol.
JOURNAL OF ADHESIVE DENTISTRY;J. Adhes. Dent.
JOURNAL OF ADOLESCENCE;J. Adolesc.
JOURNAL OF ADOLESCENT & ADULT LITERACY;J. Adolesc. Adult Lit.
Journal of Adolescent and Young Adult Oncology;J. Adolesc. Young Adult Oncol.
JOURNAL OF ADOLESCENT HEALTH;J. Adolesc. Health
JOURNAL OF ADOLESCENT RESEARCH;J. Adolesc. Res.
Journal of Adult and Continuing Education;J. Adult Contin. Educ.
JOURNAL OF ADULT DEVELOPMENT;J. Adult Dev.
Journal of Adult Protection;J. Adult Prot.
Journal of Advanced Academics;J. Adv. Acad.
Journal of Advanced Ceramics;J. Adv. Ceram.
Journal of Advanced Computational Intelligence and Intelligent Informatics;J. Adv. Comput. Intell. Inform.
Journal of Advanced Concrete Technology;J. Adv. Concr. Technol.
Journal of Advanced Dielectrics;J. Adv. Dielectr.
Journal of Advanced Manufacturing Systems;J. Adv. Manuf. Syst.
Journal of Advanced Mechanical Design Systems and Manufacturing;J. Adv. Mech. Des. Syst. Manuf.
JOURNAL OF ADVANCED NURSING;J. Adv. Nurs.
Journal of Advanced Oral Research;J. Adv. Oral Res.
Journal of Advanced Pharmaceutical Technology & Research;J. Adv. Pharm. Technol. Res.
Journal of Advanced Prosthodontics;J. Adv. Prosthodont.
Journal of Advanced Research;J. Adv. Res.
Journal of Advanced Simulation in Science and Engineering;J. Adv. Simul. Sci. Eng.
JOURNAL OF ADVANCED TRANSPORTATION;J. Adv. Transp.
Journal of Advanced Veterinary and Animal Research;J. Adv. Vet. Anim. Res.
Journal of Advances in Management Research;J. Adv. Manag. Res.
Journal of Advances in Modeling Earth Systems;J. Adv. Model. Earth Syst.
Journal of Adventure Education and Outdoor Learning;J. Adventure Educ. Outdoor Learn.
JOURNAL OF ADVERTISING;J. Advert.
JOURNAL OF ADVERTISING RESEARCH;J. Advert. Res.
Journal of Aeronautics Astronautics and Aviation;J. Aeronaut. Astronaut. Aviat.
Journal of Aerosol Medicine and Pulmonary Drug Delivery;J. Aerosol Med. Pulm. Drug Deliv.
JOURNAL OF AEROSOL SCIENCE;J. Aerosol. Sci.
JOURNAL OF AEROSPACE ENGINEERING;J. Aerosp. Eng.
Journal of Aerospace Information Systems;J. Aerosp. Inf. Syst.
Journal of Aerospace Technology and Management;J. Aerosp. Technol. Manag.
JOURNAL OF AESTHETIC EDUCATION;J. Aesthet. Educ.
Journal of Aesthetics & Culture;J. Aesthet. Cult.
JOURNAL OF AESTHETICS AND ART CRITICISM;J. Aesthet. Art Crit.
Journal of Aesthetics and Phenomenology;J. Aesthet. Phenomenol.
JOURNAL OF AFFECTIVE DISORDERS;J. Affect. Disord.
Journal of African American Studies;J. Afr. Am. Stud.
Journal of African Archaeology;J. Afr. Archaeol.
Journal of African Business;J. Afr. Bus.
Journal of African Cinemas;J. Afr. Cine.
Journal of African Cultural Studies;J. Afr. Cult. Stud.
JOURNAL OF AFRICAN EARTH SCIENCES;J. Afr. Earth Sci.
JOURNAL OF AFRICAN ECONOMIES;J. Afr. Econ.
JOURNAL OF AFRICAN HISTORY;J. Afr. Hist.
Journal of African Languages and Linguistics;J. Afr. Lang. Linguist.
Journal of African Law;J. Afr. Law.
Journal of African Media Studies;J. Afr. Media Stud.
Journal of Africana Religions;J. Afr. Relig.
Journal of Aggression Conflict and Peace Research;J. Aggress. Confl. Peace Res.
Journal of Aggression Maltreatment & Trauma;J. Aggress. Maltreatment Trauma
Journal of Aging & Social Policy;J. Aging Soc. Policy
JOURNAL OF AGING AND HEALTH;J. Aging Health
JOURNAL OF AGING AND PHYSICAL ACTIVITY;J. Aging Phys. Act.
JOURNAL OF AGING STUDIES;J. Aging Stud.
Journal of Agrarian Change;J. Agrar. Chang.
Journal of Agribusiness in Developing and Emerging Economies;J. Agribus. Dev. Emerg. Econ.
JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS;J. Agric. Environ. Ethics
Journal of Agricultural & Food Information;J. Agric. Food Inf.
Journal of Agricultural and Applied Economics;J. Agric. Appl. Econ.
JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY;J. Agric. Food Chem.
JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS;J. Agric. Resour. Econ.
JOURNAL OF AGRICULTURAL BIOLOGICAL AND ENVIRONMENTAL STATISTICS;J. Agric. Biol. Environ. Stat.
JOURNAL OF AGRICULTURAL ECONOMICS;J. Agric. Econ.
Journal of Agricultural Education & Extension;J. Agric. Educ. Ext.
Journal of Agricultural Engineering;J. Agric. Eng.
Journal of Agricultural Extension;J. Agric. Ext.
JOURNAL OF AGRICULTURAL METEOROLOGY;J. Agric. Meteorol.
Journal of Agricultural Safety and Health;J. Agric. Saf. Health
JOURNAL OF AGRICULTURAL SCIENCE;J. Agric. Sci.
Journal of Agricultural Science and Technology;J. Agric. Sci. Technol.
Journal of Agricultural Sciences;J. Agr. Sci.-Sri Lanka
Journal of Agricultural Sciences-Tarim Bilimleri Dergisi;J. Agric. Sci.-Tarim Bilim. Derg.
Journal of Agriculture and Environment for International Development;J. Agric. Environ. Int. Dev.
Journal of Agriculture Food Systems and Community Development;J. Agric. Food Syst. Community Dev.
Journal of Agromedicine;J. Agromedicine
Journal of Agrometeorology;J. Agrometeorol.
JOURNAL OF AGRONOMY AND CROP SCIENCE;J. Agron. Crop Sci.
JOURNAL OF AIR TRANSPORT MANAGEMENT;J. Air Transp. Manag.
JOURNAL OF AIRCRAFT;J. Aircr.
Journal of Al-Tamaddun;J. Al-Tamaddun
JOURNAL OF ALGEBRA;J. Algebra
JOURNAL OF ALGEBRA AND ITS APPLICATIONS;J. Algebra. Appl.
JOURNAL OF ALGEBRAIC COMBINATORICS;J. Algebr. Comb.
JOURNAL OF ALGEBRAIC GEOMETRY;J. Algebr. Geom.
Journal of Algebraic Statistics;J. Algebr. Stud.
Journal of Algorithms & Computational Technology;J. Algorithms Comput. Technol.
JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY;J. Allergy Clin. Immunol.
Journal of Allergy and Clinical Immunology-In Practice;J. Allergy Clin. Immunol.-Pract.
JOURNAL OF ALLOYS AND COMPOUNDS;J. Alloy. Compd.
JOURNAL OF ALTERNATIVE AND COMPLEMENTARY MEDICINE;J. Altern. Complement Med.
Journal of Alternative Investments;J. Altern. Invest.
JOURNAL OF ALZHEIMERS DISEASE;J. Alzheimers Dis.
Journal of Ambient Intelligence and Humanized Computing;J. Ambient Intell. Humaniz. Comput.
Journal of Ambient Intelligence and Smart Environments;J. Ambient Intell. Smart Environ.
JOURNAL OF AMBULATORY CARE MANAGEMENT;J. Ambul. Care Manag.
JOURNAL OF AMERICAN COLLEGE HEALTH;J. Am. Coll. Health
JOURNAL OF AMERICAN CULTURE;J. Am. Cult.
JOURNAL OF AMERICAN ETHNIC HISTORY;J. Am. Ethn. Hist.
JOURNAL OF AMERICAN FOLKLORE;J. Am. Folk.
JOURNAL OF AMERICAN HISTORY;J. Am. Hist.
JOURNAL OF AMERICAN STUDIES;J. Am. Stud.
Journal of American-East Asian Relations;J. Am.-East Asian Relat.
Journal of Anaesthesiology Clinical Pharmacology;J. Anaesth. Clin. Pharm.
Journal of Analysis and Testing;J. Anal. Test.
JOURNAL OF ANALYTICAL AND APPLIED PYROLYSIS;J. Anal. Appl. Pyrolysis
JOURNAL OF ANALYTICAL ATOMIC SPECTROMETRY;J. Anal. At. Spectrom.
JOURNAL OF ANALYTICAL CHEMISTRY;J. Anal. Chem.
Journal of Analytical Methods in Chemistry;J. Anal. Methods Chem.
JOURNAL OF ANALYTICAL PSYCHOLOGY;J. Anal. Psychol.
Journal of Analytical Science and Technology;J. Anal. Sci. Technol.
JOURNAL OF ANALYTICAL TOXICOLOGY;J. Anal. Toxicol.
JOURNAL OF ANATOMY;J. Anat.
Journal of Ancient History and Archaeology;J. Anc. Hist. Archaeol.
Journal of Ancient Judaism;J. Anc. Jud.
Journal of Ancient Near Eastern Religions;J. Anc. Near East. Relig.
Journal of Anesthesia;J. Anesth.
Journal of Anglican Studies;J. Angl. Stud.
JOURNAL OF ANIMAL AND FEED SCIENCES;J. Anim. Feed Sci.
Journal of Animal and Plant Sciences-JAPS;J. Anim. Plant Sci.-JAPS
Journal of Animal Behaviour and Biometeorology;J. Anim. Behav. Biometeorol.
JOURNAL OF ANIMAL BREEDING AND GENETICS;J. Anim. Breed. Genet.
JOURNAL OF ANIMAL ECOLOGY;J. Anim. Ecol.
JOURNAL OF ANIMAL PHYSIOLOGY AND ANIMAL NUTRITION;J. Anim. Physiol. Anim. Nutr.
JOURNAL OF ANIMAL SCIENCE;J. Anim. Sci.
Journal of Animal Science and Biotechnology;J. Anim. Sci. Biotechnol.
JOURNAL OF ANIMAL SCIENCE AND TECHNOLOGY;J. Anim. Sci. Technol.
JOURNAL OF ANTHROPOLOGICAL ARCHAEOLOGY;J. Anthropol. Archaeol.
JOURNAL OF ANTHROPOLOGICAL RESEARCH;J. Anthropol. Res.
Journal of Anthropological Sciences;J. Anthropol. Sci.
JOURNAL OF ANTIBIOTICS;J. Antibiot.
JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY;J. Antimicrob. Chemother.
Journal of Antitrust Enforcement;J. Antitrust Enforc.
JOURNAL OF ANXIETY DISORDERS;J. Anxiety Disord.
JOURNAL OF AOAC INTERNATIONAL;J. AOAC Int.
JOURNAL OF APICULTURAL RESEARCH;J. Apic. Res.
JOURNAL OF APICULTURAL SCIENCE;J. Apic. Sci.
Journal of Applied Accounting Research;J. Appl. Account. Res.
Journal of Applied Analysis;J. Appl. Anal.
Journal of Applied Analysis and Computation;J. Appl. Anal. Comput.
Journal of Applied and Computational Mechanics;J. Appl. Comput. Mech.
JOURNAL OF APPLIED ANIMAL RESEARCH;J. Appl. Anim. Res.
JOURNAL OF APPLIED ANIMAL WELFARE SCIENCE;J. Appl. Anim. Welf. Sci.
JOURNAL OF APPLIED BEHAVIOR ANALYSIS;J. Appl. Behav. Anal.
JOURNAL OF APPLIED BEHAVIORAL SCIENCE;J. Appl. Bahav. Sci.
JOURNAL OF APPLIED BIOBEHAVIORAL RESEARCH;J. Appl. Biobehav. Res.
Journal of Applied Biomaterials & Functional Materials;J. Appl. Biomater. Funct. Mater.
JOURNAL OF APPLIED BIOMECHANICS;J. Appl. Biomech.
Journal of Applied Biomedicine;J. Appl. Biomed.
JOURNAL OF APPLIED BOTANY AND FOOD QUALITY;J. Appl. Bot. Food Qual.
Journal of Applied Clinical Medical Physics;J. Appl. Clin. Med. Phys
JOURNAL OF APPLIED COMMUNICATION RESEARCH;J. Appl. Commun. Res.
Journal of Applied Corporate Finance;J. Appl. Corp. Financ.
JOURNAL OF APPLIED CRYSTALLOGRAPHY;J. Appl. Crystallogr.
JOURNAL OF APPLIED DEVELOPMENTAL PSYCHOLOGY;J. Appl. Dev. Psychol.
JOURNAL OF APPLIED ECOLOGY;J. Appl. Ecol.
JOURNAL OF APPLIED ECONOMETRICS;J. Appl. Econom.
Journal of Applied Economics;J. Appl. Econ.
Journal of Applied Economics and Business Research;J. Appl. Econ. Bus. Res.
JOURNAL OF APPLIED ELECTROCHEMISTRY;J. Appl. Electrochem.
Journal of Applied Engineering Sciences;J. Appl. Eng. Sci.
JOURNAL OF APPLIED ENTOMOLOGY;J. Appl. Entomol.
Journal of Applied Fluid Mechanics;J. Appl. Fluid Mech.
JOURNAL OF APPLIED GENETICS;J. Appl. Genetics
Journal of Applied Geodesy;J. Appl. Geod.
JOURNAL OF APPLIED GEOPHYSICS;J. Appl. Geophys.
JOURNAL OF APPLIED GERONTOLOGY;J. Appl. Gerontol.
Journal of Applied Glycoscience;J. Appl. Glyosci.
Journal of Applied Hermeneutics;J. Appl. Hermeneutics
JOURNAL OF APPLIED ICHTHYOLOGY;J. Appl. Ichthyol.
Journal of Applied Journalism & Media Studies;J. Appl. Journal. Media Stud.
Journal of Applied Laboratory Medicine;J. Appl. Lab. Med.
Journal of Applied Logics-IfCoLoG Journal of Logics and their Applications;J. Appl. Log.-IFCOLOG
Journal of Applied Mathematics & Informatics;J. Appl. Math. Inform.
Journal of Applied Mathematics and Computational Mechanics;J. Appl. Math. Comput. Mech.
Journal of Applied Mathematics and Computing;J. Appl. Math. Comput.
Journal of Applied Mathematics Statistics and Informatics;J. Appl. Math. Stat. Inform.
Journal of Applied Mechanics and Technical Physics;J. Appl. Mech. Tech. Phys.
JOURNAL OF APPLIED MECHANICS-TRANSACTIONS OF THE ASME;J. Appl. Mech.-Trans. ASME
Journal of Applied Meteorology and Climatology;J. Appl. Meteorol. Climatol.
JOURNAL OF APPLIED MICROBIOLOGY;J. Appl. Microbiol.
Journal of Applied Oral Science;J. Appl. Oral Sci.
Journal of Applied Philosophy;J. Appl. Philos.
JOURNAL OF APPLIED PHYCOLOGY;J. Appl. Phycol.
JOURNAL OF APPLIED PHYSICS;J. Appl. Phys.
JOURNAL OF APPLIED PHYSIOLOGY;J. Appl. Physiol.
JOURNAL OF APPLIED POLYMER SCIENCE;J. Appl. Polym. Sci.
JOURNAL OF APPLIED POULTRY RESEARCH;J. Appl. Poult. Res.
JOURNAL OF APPLIED PROBABILITY;J. Appl. Probab.
JOURNAL OF APPLIED PSYCHOLOGY;J. Appl. Psychol.
Journal of Applied Remote Sensing;J. Appl. Remote Sens.
Journal of Applied Research in Higher Education;J. Appl. Res. High. Educ.
JOURNAL OF APPLIED RESEARCH IN INTELLECTUAL DISABILITIES;J. Appl. Res. Intellect. Disabil.
Journal of Applied Research in Memory and Cognition;J. Appl. Res. Mem. Cogn.
Journal of Applied Research on Medicinal and Aromatic Plants;J. Appl. Res. Med. Aromat. Plants
Journal of Applied School Psychology;J. Appl. Sch. Psychol.
Journal of Applied Science and Engineering;J. Appl. Sci. Eng.
JOURNAL OF APPLIED SOCIAL PSYCHOLOGY;J. Appl. Soc. Psychol.
Journal of Applied Spectroscopy;J. Appl. Spectrosc.
Journal of Applied Sport Management;J. Appl. Sport Manag.
JOURNAL OF APPLIED SPORT PSYCHOLOGY;J. Appl. Sport Psychol.
JOURNAL OF APPLIED STATISTICS;J. Appl. Stat.
JOURNAL OF APPLIED TOXICOLOGY;J. Appl. Toxicol.
Journal of Applied Water Engineering and Research;J. Appl. Water Eng. Res.
JOURNAL OF APPROXIMATION THEORY;J. Approx. Theory
JOURNAL OF AQUATIC ANIMAL HEALTH;J. Aquat. Anim. Health
Journal of Aquatic Food Product Technology;J. Aquat. Food Prod. Technol.
JOURNAL OF AQUATIC PLANT MANAGEMENT;J. Aquat. Plant Manage.
JOURNAL OF ARABIC LITERATURE;J. Arab. Lit.
JOURNAL OF ARACHNOLOGY;J. Arachnol.
JOURNAL OF ARCHAEOLOGICAL METHOD AND THEORY;J. Archaeol. Method Theory
JOURNAL OF ARCHAEOLOGICAL RESEARCH;J. Archaeol. Res.
JOURNAL OF ARCHAEOLOGICAL SCIENCE;J. Archaeol. Sci.
Journal of Archaeological Science-Reports;J. Archaeol. Sci.-Rep.
Journal of Architectural Conservation;J. Archit. Conserv.
JOURNAL OF ARCHITECTURAL EDUCATION;J. Archit. Educ.
Journal of Architectural Engineering;J. Archit. Eng.
Journal of Architecture;J. Archit.
Journal of Architecture and Urbanism;J. Archit. Urban.
Journal of Argumentation in Context;J. Argum. Context
JOURNAL OF ARID ENVIRONMENTS;J. Arid. Environ.
Journal of Arid Land;J. Arid Land
Journal of Arrhythmia;J. Arrythm.
JOURNAL OF ARTHROPLASTY;J. Arthroplast.
Journal of Arthropod-Borne Diseases;J. Arthropod.-Borne Dis.
Journal of Artificial Intelligence and Soft Computing Research;J. Artif. Intell. Soft Comput. Res.
JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH;J. Artif. Intell. Res.
JOURNAL OF ARTIFICIAL ORGANS;J. Artif. Organs
JOURNAL OF ARTS MANAGEMENT LAW AND SOCIETY;J. Arts Manage. Law Soc.
Journal of Asia Business Studies;J Asia Bus. Stud.
Journal of Asia TEFL;J. Asia TEFL
Journal of Asia-Pacific Biodiversity;J. Asia-Pac. Biodivers.
JOURNAL OF ASIA-PACIFIC ENTOMOLOGY;J. Asia-Pac. Entomol.
Journal of Asia-Pacific Pop Culture;J. Asia-Pac. Pop. Cult.
JOURNAL OF ASIAN AND AFRICAN STUDIES;J. Asian Afr. Stud.
Journal of Asian Architecture and Building Engineering;J. Asian Archit. Build. Eng.
Journal of Asian Ceramic Societies;J. Asian Ceram. Soc.
